PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,BatSpeed,VerticalAttackAngle,HorizontalAttackAngle
11,5/31/2025,10:12.5,4,2,"Horn, Tyner",10068252,Right,NEB,"Royer, Gianni",10102058,Right,HOL_CRU,Undefined,1,Top,1,0,1,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,84.81062,0.591294,-1.110979,2716.53275,87.789539,9:00,5.83646,0.81683,4.74854,-39.42045,0.86295,-8.12993,3.11234,-0.91447,78.19679,-6.511437,-2.54005,0.456809,,,,,,,,,,,,3.70398,0.6337,-0.69763,50,5.86101,2.75804,-123.10189,-0.30433,5.72179,22.90772,-31.19513,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,bb90c390-3e39-11f0-8e21-9f560cccee3c,82.5125,,,6.61383,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,10:12.5,2025-05-31T12:10:12.4928000-04:00,2025-05-31T16:10:12.4928000Z,,v3,4865,471313,,"Helligso, Hogan",823087,Right,NEB,0ea2b77f-814c-45f0-bfd3-51c37bd0bb92,55.75001,-124.16728,11.45386,5.84142,1.14649,-15.59757,-0.81972,2.49194,2.8609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
12,5/31/2025,10:28.1,4,3,"Horn, Tyner",10068252,Right,NEB,"Royer, Gianni",10102058,Right,HOL_CRU,Undefined,1,Top,1,0,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,94.45398,0.082474,-0.075771,2420.840976,204.445376,12:45,5.80884,0.3943,5.02028,-16.26395,15.65225,6.7178,4.53134,0.88261,87.23253,-2.937575,1.11048,0.406609,,,,,,,,,,,,-3.34831,8.01733,-0.39269,50,5.80399,-0.14926,-137.25753,-0.41147,-6.47837,26.33679,-16.66209,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,c4d84090-3e39-11f0-8e21-9f560cccee3c,92.69944,,,7.22145,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,10:28.1,2025-05-31T12:10:28.1362432-04:00,2025-05-31T16:10:28.1362432Z,,v3,4865,471313,,"Helligso, Hogan",823087,Right,NEB,8a2b45e0-fa32-48e8-aa67-0b9d308f16a3,55.47777,-138.3046,13.1684,5.80718,0.25097,-8.33105,-0.39188,0.1083,-3.23919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
13,5/31/2025,11:08.3,4,4,"Horn, Tyner",10068252,Right,NEB,"Royer, Gianni",10102058,Right,HOL_CRU,Undefined,1,Top,1,1,2,Curveball,Curveball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,82.6721,0.22015,-1.977733,2800.19161,46.623218,7:30,5.67935,0.98237,4.85279,-51.7518,-9.5254,-11.34272,1.57522,-1.83572,76.74865,-9.030166,-3.976891,0.467696,,,,,,,,,,,,5.09772,-4.41717,-0.777,50,5.65637,4.63818,-120.05152,-1.57356,7.4847,21.92178,-38.65954,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,dce839b0-3e39-11f0-8e21-9f560cccee3c,80.5918,,,5.92345,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,11:08.3,2025-05-31T12:11:08.3041792-04:00,2025-05-31T16:11:08.3041792Z,,v3,4865,471313,,"Helligso, Hogan",823087,Right,NEB,e9e16800-e2f9-4d9c-b0c1-c1488a6dd934,55.64901,-121.07865,10.96089,5.68766,0.23782,-19.32977,-0.98611,4.28749,3.74235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
14,5/31/2025,11:35.6,5,1,"Horn, Tyner",10068252,Right,NEB,"King, Jimmy",1000119823,Right,HOL_CRU,Undefined,1,Top,2,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,CaughtStealing,1,0,,93.28555,-2.203811,-1.868932,2364.969595,201.430352,12:45,5.81076,0.58003,5.63338,-14.94879,17.05607,6.34713,2.50683,-0.63532,86.4098,-5.010228,-0.735821,0.407173,,,,,,,,,,,,-3.66315,9.45965,-0.4252,50,5.61363,4.13713,-135.52457,-5.70475,-6.91612,25.41085,-14.31394,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,ed342180-3e39-11f0-8e21-9f560cccee3c,92.57103,,,6.87575,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,11:35.6,2025-05-31T12:11:35.6109312-04:00,2025-05-31T16:11:35.6109312Z,,v3,4865,471313,,"Helligso, Hogan",823087,Right,NEB,16e4e1fd-dfd9-4d6c-af7a-ab1354fddde3,54.86527,-136.43376,12.70542,5.80858,-5.19261,-7.15697,-0.57765,4.38458,-3.45806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
15,5/31/2025,14:46.1,1,1,"Wywoda, Jaden",809064,Right,HOL_CRU,"Silva, Riley",683342,Left,NEB,Undefined,1,Bottom,0,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,87.37737,-1.495617,-3.574695,2161.326672,272.332696,3:00,5.03508,1.40532,4.87489,-37.8423,0.42406,20.58974,0.46331,-0.26568,79.90458,-8.325444,0.052226,0.445226,,,,,,,,,,,,-11.3041,0.94457,-1.07233,50,4.8555,6.96809,-126.51592,-4.82548,-18.24713,26.79267,-30.64932,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,5ecfb020-3e3a-11f0-8e21-9f560cccee3c,84.6592,,,7.4728,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,14:46.1,2025-05-31T12:14:46.0520448-04:00,2025-05-31T16:14:46.0520448Z,,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,739c4130-5b73-40bf-b1be-4a79c343b757,55.62549,-127.70169,13.39634,5.03905,-3.46902,-15.32466,-1.39859,7.77566,-9.12356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
16,5/31/2025,15:03.7,1,2,"Wywoda, Jaden",809064,Right,HOL_CRU,"Silva, Riley",683342,Left,NEB,Undefined,1,Bottom,0,1,0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,88.17789,-0.724152,-4.304096,2263.549533,255.798765,2:30,5.09705,1.3994,4.74665,-30.73139,6.67898,21.91107,1.8473,-0.86459,81.07094,-6.28981,-0.463771,0.440218,,,,,,,,,,,,-11.88052,3.79697,-0.98658,50,4.99701,8.57642,-127.69916,-2.85943,-19.769,24.39891,-25.85597,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,692f05c0-3e3a-11f0-8e21-9f560cccee3c,85.62231,,,7.10695,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,15:03.7,2025-05-31T12:15:03.6796928-04:00,2025-05-31T16:15:03.6796928Z,,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,46b4ca19-e66e-417e-8f7b-e921ef2cca13,55.75341,-128.79375,12.19945,5.09927,-1.69947,-12.92799,-1.39123,9.4633,-9.8845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
17,5/31/2025,15:19.7,1,3,"Wywoda, Jaden",809064,Right,HOL_CRU,"Silva, Riley",683342,Left,NEB,Undefined,1,Bottom,0,1,1,Slider,Curveball,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,73.71204,1.061981,-0.48026,2114.989489,107.312255,9:30,4.82682,1.49321,4.29745,-49.74333,5.09288,-10.54788,1.69726,0.15494,67.40523,-7.86716,-2.319717,0.532973,,,,,,,,,,,,5.02276,2.58165,-1.42952,50,4.89151,1.32342,-106.79152,0.20051,5.77016,19.28463,-29.20823,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,72ca4810-3e3a-11f0-8e21-9f560cccee3c,70.7211,,,6.30682,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,15:19.7,2025-05-31T12:15:19.6996608-04:00,2025-05-31T16:15:19.6996608Z,,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,de998d50-7366-4c00-89f5-feb6de7f9fa8,56.20115,-107.90553,9.64232,4.83119,1.88777,-14.60411,-1.49635,0.9901,2.88508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
18,5/31/2025,15:43.8,1,4,"Wywoda, Jaden",809064,Right,HOL_CRU,"Silva, Riley",683342,Left,NEB,Undefined,1,Bottom,0,1,2,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,74.81126,0.145187,0.187064,2192.926288,97.420828,9:15,4.79892,1.57076,4.16186,-51.09436,3.06666,-8.1702,0.68024,1.06924,67.72673,-9.012142,-1.236065,0.529682,,,,,,,,,,,,4.00827,1.9465,-1.58211,50,4.76141,-0.00491,-108.19808,-1.62141,4.66823,21.96594,-29.90703,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,81202c40-3e3a-11f0-8e21-9f560cccee3c,71.16056,,,7.08453,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,15:43.8,2025-05-31T12:15:43.7801984-04:00,2025-05-31T16:15:43.7801984Z,,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,4085041f-f695-40be-9393-a87f4dba2ae0,56.33406,-109.47644,10.98297,4.80512,0.11911,-14.95352,-1.57392,-0.27659,2.33411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
19,5/31/2025,15:59.2,1,5,"Wywoda, Jaden",809064,Right,HOL_CRU,"Silva, Riley",683342,Left,NEB,Undefined,1,Bottom,0,2,2,Slider,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,74.75434,0.119888,-1.444499,2287.019238,116.2855,10:00,4.8781,1.54894,4.39882,-48.14219,6.17323,-8.12658,0.98073,-0.50737,67.04269,-8.590734,-2.864144,0.530436,,,,,,,,,,,,3.45292,3.48768,-1.38625,50,4.84427,3.0613,-107.9938,-1.48202,3.96535,23.63793,-28.16879,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,8a599f80-3e3a-11f0-8e21-9f560cccee3c,71.05935,,,7.71165,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,15:59.2,2025-05-31T12:15:59.2127488-04:00,2025-05-31T16:15:59.2127488Z,,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,782ce91a-db68-40eb-9835-c7296e923db5,56.09592,-109.31994,11.81897,4.88308,0.09832,-14.0844,-1.55176,2.83883,1.98267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
20,5/31/2025,16:38.0,1,6,"Wywoda, Jaden",809064,Right,HOL_CRU,"Silva, Riley",683342,Left,NEB,Undefined,1,Bottom,0,2,2,Fastball,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,89.20192,-0.039449,-3.311396,2342.849366,252.074408,2:30,5.00241,1.3277,5.17753,-28.72194,7.21898,18.95151,2.57174,-0.21227,81.86941,-5.298008,0.040519,0.431485,,,,,,,,,,,,-10.37816,3.92217,-1.03476,50,4.97688,6.63011,-129.39097,-1.18688,-17.69152,25.59845,-25.488,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,a17bb630-3e3a-11f0-8e21-9f560cccee3c,87.35512,,,7.33251,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,16:38.0,2025-05-31T12:16:38.0203520-04:00,2025-05-31T16:16:38.0203520Z,,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,506f46fa-b33f-4a4f-bdf3-4d6e29b36b0a,55.32242,-130.43969,12.79922,5.00411,-0.14268,-12.744,-1.32123,7.3549,-8.84576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
21,5/31/2025,16:57.7,1,7,"Wywoda, Jaden",809064,Right,HOL_CRU,"Silva, Riley",683342,Left,NEB,Undefined,1,Bottom,0,2,2,Slider,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,74.8781,1.590663,-1.004044,2330.664842,113.788989,9:45,4.81991,1.51283,4.5748,-47.59455,4.82784,-7.1943,2.36776,-0.04209,68.59744,-6.996321,-2.263989,0.52111,63.86289,76.588642,-92.218755,,,,,,5.27344,,,3.26902,2.31807,-1.40162,50,4.9402,2.19114,-108.53789,1.33833,3.895,19.20607,-29.41212,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,ad480950-3e3a-11f0-8e21-9f560cccee3c,72.33102,19.99387,,6.28066,,,,3.22369,2.63594,-0.05089,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,16:57.7,2025-05-31T12:16:57.6643584-04:00,2025-05-31T16:16:57.6643584Z,,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,faf10a1f-23b2-4d3f-b0a3-5a57c41124bb,55.92396,-109.58114,9.60304,4.82411,2.93595,-14.70606,-1.5149,1.97956,1.9475,13.139753,3.22507,-0.9319,-7.83576,,,,,,,2.63725,91.02544,-26.74253,,,,,,,-0.05038,-21.74234,-1.52424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Undefined,,,,,,
22,5/31/2025,17:20.6,1,8,"Wywoda, Jaden",809064,Right,HOL_CRU,"Silva, Riley",683342,Left,NEB,Undefined,1,Bottom,0,2,2,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,74.34832,0.754217,0.171221,2347.123556,86.958468,9:00,4.73708,1.53879,4.29927,-52.50243,0.9552,-12.60005,1.08315,0.65251,68.61939,-8.614099,-2.028095,0.526231,,,,,,,,,,,,6.18764,0.67098,-1.54354,50,4.76517,0.19567,-107.84542,-0.50597,7.30946,18.2221,-31.38141,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,bae3c540-3e3a-11f0-8e21-9f560cccee3c,71.62719,,,5.72893,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,17:20.6,2025-05-31T12:17:20.6435328-04:00,2025-05-31T16:17:20.6435328Z,,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,7fef2294-fa60-46a8-835f-cb14f13d70fb,56.20054,-108.88805,9.11105,4.74275,1.28961,-15.69071,-1.54277,-0.22257,3.65473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
23,5/31/2025,17:37.7,1,9,"Wywoda, Jaden",809064,Right,HOL_CRU,"Silva, Riley",683342,Left,NEB,Undefined,1,Bottom,0,3,2,Slider,Slider,InPlay,Undefined,FlyBall,Out,1,0,,75.62837,0.832841,-0.641709,2344.740574,99.04626,9:15,4.80239,1.51183,4.15501,-49.34609,2.6811,-6.72638,1.48883,0.33602,69.58588,-7.970441,-1.811995,0.519143,86.91125,40.447389,-0.666152,5628.608973,109.22706,84.63646,-13.0157,287.76748,286.65263,-17.512693,5.344629,3.09717,1.44795,-1.43298,50,4.84227,1.51172,-109.6385,-0.26412,3.77636,19.07401,-30.40855,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,c50638f0-3e3a-11f0-8e21-9f560cccee3c,72.60518,102.78004,,6.04249,,,,3.34586,1.91769,-0.3913,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,17:37.7,2025-05-31T12:17:37.6848896-04:00,2025-05-31T16:17:37.6848896Z,FlyBall,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,a156b876-68ef-4b55-80c2-96b9e3ec465f,56.34428,-110.73673,9.537,4.80708,1.48671,-15.20428,-1.51376,1.29428,1.88818,155.961032,3.34996,96.91658,-22.82124,5.53985,-0.94538,0.11996,-0.01381,0.00147,-8.00E-05,1.91786,82.68821,-18.94806,0.89236,0.0994,-0.11515,0.03425,-0.00455,0.00023,-0.39008,-1.15147,-7.14894,1.67746,-0.28339,0.03764,-0.00493,0.00057,-3.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,,,
24,5/31/2025,18:14.1,2,1,"Wywoda, Jaden",809064,Right,HOL_CRU,"Nunez, Devin",830147,Left,NEB,Undefined,1,Bottom,1,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,88.71476,-1.769083,-2.986516,2286.464646,260.625993,2:45,5.07573,1.39815,4.68567,-32.40978,4.70422,21.49875,0.69233,0.3514,81.54837,-7.611996,0.788518,0.43847,,,,,,,,,,,,-11.4743,3.07666,-1.11543,50,4.86648,5.70281,-128.56272,-5.30615,-19.26018,25.92592,-27.00977,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,dab07cb0-3e3a-11f0-8e21-9f560cccee3c,85.96349,,,7.1664,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,18:14.1,2025-05-31T12:18:14.0916736-04:00,2025-05-31T16:18:14.0916736Z,,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,d6efc08c-4ac6-469b-aa5f-74d20f36d438,55.81521,-129.73012,12.96296,5.07802,-4.08995,-13.50489,-1.39174,6.57006,-9.63009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
25,5/31/2025,18:29.0,2,2,"Wywoda, Jaden",809064,Right,HOL_CRU,"Nunez, Devin",830147,Left,NEB,Undefined,1,Bottom,1,1,0,Fastball,Sinker,InPlay,Undefined,FlyBall,Double,0,0,,88.48007,0.456834,-3.117448,2235.404317,264.193952,2:45,5.03891,1.44191,4.99176,-33.65025,3.32319,21.10359,2.6667,0.25423,80.80921,-5.668436,0.604102,0.437639,93.37741,27.244861,-27.036885,4159.035917,93.05144,48.51945,-58.66346,325.93926,304.42104,-42.145738,4.23187,-11.37174,1.84067,-1.15991,50,5.05552,6.01306,-128.26566,-0.31104,-18.94026,26.58698,-29.10833,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,e399ad10-3e3a-11f0-8e21-9f560cccee3c,86.12671,59.89588,,7.67087,,,,1.61691,2.72206,-0.23888,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,18:29.0,2025-05-31T12:18:29.0478080-04:00,2025-05-31T16:18:29.0478080Z,FlyBall,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,5be2ecdd-64c1-4100-92c3-90a6f7b86b4d,55.50807,-129.40234,13.29349,5.04221,0.93344,-14.55416,-1.4343,6.82282,-9.47013,126.983381,1.61788,108.42972,-25.56804,6.43293,-1.38968,0.24162,-0.03882,0.00491,-0.00026,2.72092,62.72205,-19.45208,1.40548,-0.12855,-0.00156,0.00938,-0.00212,0.00014,-0.23825,-55.36625,-2.1802,2.28775,-0.70687,0.10054,0.00423,-0.00371,0.00036,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,,,
26,5/31/2025,19:22.3,3,1,"Wywoda, Jaden",809064,Right,HOL_CRU,"Brumbaugh, Cayden",1000112684,Right,NEB,Undefined,1,Bottom,1,0,0,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,73.47714,0.940728,-2.394079,2326.268357,72.817266,8:30,4.88149,1.67797,4.56247,-55.94991,-1.4376,-10.13146,1.11511,-1.44601,67.71062,-9.068931,-4.167351,0.531397,,,,,,,,,,,,4.28618,-0.49236,-1.41938,50,4.92653,4.85672,-106.47424,-0.23037,4.91451,18.48483,-32.73859,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,0349b4c0-3e3b-11f0-8e21-9f560cccee3c,70.93091,,,5.76652,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,19:22.3,2025-05-31T12:19:22.3379968-04:00,2025-05-31T16:19:22.3379968Z,,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,e2be29b3-a254-49cf-9cdc-7d58fbe06849,55.93662,-107.49995,9.24242,4.88891,1.58627,-16.36929,-1.68131,4.58402,2.45725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
27,5/31/2025,19:38.0,3,2,"Wywoda, Jaden",809064,Right,HOL_CRU,"Brumbaugh, Cayden",1000112684,Right,NEB,Undefined,1,Bottom,1,1,0,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,74.45823,2.425352,0.418522,2273.640056,78.274024,8:30,4.79731,1.72415,4.26087,-53.65802,-0.07528,-8.41296,2.64815,1.42357,68.2513,-7.174268,-1.046896,0.526846,,,,,,,,,,,,4.16677,-0.20551,-1.7605,50,5.00657,-0.43184,-107.85922,2.57294,4.91536,18.51614,-32.41647,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,0cacf720-3e3b-11f0-8e21-9f560cccee3c,71.54353,,,6.20693,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,19:38.0,2025-05-31T12:19:37.9793408-04:00,2025-05-31T16:19:37.9793408Z,,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,43bf6d1c-f2b6-4c82-96ad-1b77b4bc60ec,56.23723,-108.9247,9.25807,4.80485,4.43829,-16.20824,-1.72751,-0.71469,2.45768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
28,5/31/2025,19:54.6,3,3,"Wywoda, Jaden",809064,Right,HOL_CRU,"Brumbaugh, Cayden",1000112684,Right,NEB,Undefined,1,Bottom,1,2,0,Slider,Slider,StrikeCalled,Undefined,Undefined,StolenBase,0,0,,75.47396,1.474794,-0.83222,2318.117692,90.495851,9:00,4.87232,1.68796,4.39748,-49.76322,1.47236,-8.16485,2.13361,0.21311,70.11154,-7.413241,-2.258196,0.515178,,,,,,,,,,,,3.78351,0.74803,-1.59061,50,4.98012,1.92933,-109.56834,0.98287,4.66046,16.95361,-31.25264,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,169f0c00-3e3b-11f0-8e21-9f560cccee3c,73.16395,,,5.36242,,,,,,,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,19:54.6,2025-05-31T12:19:54.6060000-04:00,2025-05-31T16:19:54.6060000Z,,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,0fa0191e-6ca0-455e-b4f1-2054d39a2c17,56.10258,-110.50856,8.4768,4.87756,2.7161,-15.62632,-1.69044,1.67087,2.33023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.33062,1.608917,0.728986,0.879932,1.13536,2.09685,-0.202,-1.32695,5.20353,-2.99749,62.42584,-0.49691,-62.35241,-1.30468,77.28631,-5.55577,5.21585,4.34477,-12.33556,-3.04599,-75.6357,9.4318,High,High,High,,,High,High,High,,,
29,5/31/2025,20:23.3,3,4,"Wywoda, Jaden",809064,Right,HOL_CRU,"Brumbaugh, Cayden",1000112684,Right,NEB,Undefined,1,Bottom,1,2,1,Fastball,Sinker,InPlay,Undefined,LineDrive,Out,1,0,,87.60006,1.021619,-1.722222,2199.496165,265.955121,2:45,5.02817,1.46794,5.15975,-34.84309,2.34665,17.70217,3.08671,1.32161,80.54863,-5.324484,1.412381,0.438918,53.65556,14.904991,2.932247,4566.326722,,,,79.67398,56.93828,6.940295,1.180879,-9.33894,1.1974,-1.32164,50,5.0966,3.04089,-127.21908,0.92513,-15.39741,24.62843,-30.19988,NEB,HOL_CRU,UNC,D1,BIG10,20250531-UNC-1,27b6f660-3e3b-11f0-8e21-9f560cccee3c,85.87588,7.72269,,7.05142,,,,0.81181,2.68531,-1.06081,2321f1cf-0d29-482f-b834-d8c85692f50f,5/31/2025,20:23.3,2025-05-31T12:20:23.3227776-04:00,2025-05-31T16:20:23.3227776Z,GroundBall,v3,4865,471313,,"Brown, Colin",1000242461,Right,HOL_CRU,c692337c-1c63-4f24-aba0-2dba4babd183,55.34074,-128.24882,12.31422,5.03152,2.18783,-15.09994,-1.46225,3.68468,-7.69871,295.779441,0.81181,75.94717,-8.5825,0.38178,0.09446,-0.2384,0.20383,-0.10951,0.02515,2.6853,20.24162,-21.45611,2.4997,-0.51252,0.11186,-0.02464,0.00917,-0.00192,-1.06081,3.89023,5.9336,-1.77299,0.46133,-0.04449,-0.04531,0.02941,-0.00703,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,94.88407,12.83452422,-11.13078243
